Supplementary Data 3. Differentially expressed genes induced by TBI in individual cell clusters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Columns A-G show statistics on cell type marker genes. Log.fold.change is log fold change between the groups (positive values have higher expression in TBI, negative values have higher expression in Sham). PCT.TBI is percent of single cells gene is expressed in TBI single cells of the cell type and PCT.TBI is the percent of single cells which express the gene from the cell type of interest in Sham samples. Columns I-AB give the gene signatures for the hippocampal cell types with p values (Pval) and fold changes (FC) shown for each cell type.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cell Type,Gene,Log.fold.change,PCT.TBI,PCT.Sham,P Value,FDR,,Genes,Ependymal_Pval,Ependymal_FC,Oligodendrocytes_Pval,Oligodendrocytes_FC,Astrocytes_Pval,Astrocytes_FC,Oligodendrocyte Progenitor Cells_Pval,Oligodendrocyte Progenitor Cells_FC,Neurons_Pval,Neurons_FC,Unknown1_Pval,Unknown1_FC,Unknown2_Pval,Unknown2_FC,Mural_Pval,Mural_FC,Microglia_Pval,Microglia_FC,Endothelial_Pval,Endothelial_FC,CA3_Pval,CA3 FC,CA Subtype 1_Pval,CA Subtype 1 FC,CA Subtype 2_Pval,CA Subtype 2 FC,CA1_Pval,CA1 FC,GABAergic_Pval,GABAergic FC,Neuronal Subtype 1_Pval,Neuronal Subtype 1 FC,Neuronal Subtype 2_Pval,Neuronal Subtype 2 FC,DG_Pval,DG FC,Whole Tissue_Pval,Whole Tissue FC,Number of Significant Cell Types
Neuronal Subtype 2,Zcchc17,0.914790984,0.529,0.364,0.006277652,1,,1110034G24Rik,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.007094208,0.251162023,---,---,---,---,---,---,---,---,1
Neuronal Subtype 2,Dctn3,0.681312158,0.588,0.455,0.006348055,1,,Dalrd3,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.003946518,-0.459920039,---,---,---,---,---,---,---,---,---,---,---,---,1
Neuronal Subtype 2,Arhgef2,0.419818929,0.176,0.182,0.00636737,1,,Hdgfrp3,---,---,---,---,---,---,---,---,0.008229207,-0.471598902,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
Neuronal Subtype 2,Uhrf1bp1l,0.500780464,0.176,0.273,0.006459567,1,,Gabrg1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.027524009,0.458879027,---,---,---,---,---,---,---,---,1
Neuronal Subtype 2,Vps72,0.74302955,0.176,0.091,0.006542443,1,,Mepce,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.044417043,0.375167464,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
Neuronal Subtype 2,Cisd3,0.515744967,0.059,0.182,0.00670567,1,,Gm3912,0.004178999,-0.700249741,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
Neuronal Subtype 2,Mtf2,0.518932074,0.118,0.091,0.006763465,1,,Pcmtd2,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.000135088,-0.276197953,1
Neuronal Subtype 2,Chd1,-0.262738721,0.118,0.273,0.006790508,1,,Fbxl17,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.042645948,0.346332242,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
Neuronal Subtype 2,U2af1,-0.516755006,0.118,0.182,0.006798257,1,,Zfp281,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.034370789,-0.487850269,---,---,---,---,---,---,---,---,1
Neuronal Subtype 2,Ift74,-1.178242126,0.118,0.273,0.006937947,1,,Katnb1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.029774854,-0.262315241,---,---,---,---,---,---,---,---,---,---,---,---,1
Neuronal Subtype 2,Crtc2,0.42279188,0.118,0.182,0.007183947,1,,Nit1,---,---,---,---,---,---,---,---,0.000303271,-0.758574518,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
Neuronal Subtype 2,Hmgn1,1.001084403,0.294,0.364,0.007273554,1,,Ptk7,0.008289361,-1.014870623,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
Neuronal Subtype 2,Cltb,1.278516147,0.412,0.273,0.007386066,1,,Speg,0.040353696,0.784805175,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
Neuronal Subtype 2,Hspa4,-1.108915467,0.353,0.545,0.00754752,1,,Ucp2,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.036616832,-0.716552414,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
Neuronal Subtype 2,Trmt112,-0.981574832,0.294,0.909,0.007620839,1,,Sbk1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.024545438,0.657794952,---,---,---,---,---,---,1
Neuronal Subtype 2,Psma1,1.096858991,0.471,0.273,0.00764146,1,,Mat2a,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.045377997,-0.521450778,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
Neuronal Subtype 2,Chchd2,0.654612799,0.941,0.636,0.007704078,1,,Unc79,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.009425441,0.389564024,---,---,---,---,---,---,---,---,1
Neuronal Subtype 2,Srrm2,1.419874705,0.647,0.455,0.007871003,1,,Sppl3,---,---,---,---,---,---,---,---,0.043751139,0.427063325,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
Neuronal Subtype 2,Med28,1.228728774,0.353,0.273,0.008047015,1,,Phf15,0.02373763,-0.393517275,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
Neuronal Subtype 2,Srp14,0.995570846,0.588,0.636,0.008217958,1,,Phf17,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.029071283,0.754002426,---,---,---,---,---,---,1
Neuronal Subtype 2,Opcml,-0.758740899,0.118,0.091,0.008384679,1,,Phf10,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.044108159,0.608973456,---,---,---,---,---,---,---,---,1
Neuronal Subtype 2,Gpc1,-1.280748868,0.176,0.636,0.008475925,1,,Phf12,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.000780013,0.844158299,---,---,---,---,---,---,1
Neuronal Subtype 2,Ccnh,-0.868192685,0.235,0.455,0.008517831,1,,Mpdz,0.007626847,-0.527394083,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
Neuronal Subtype 2,Cdh13,0.608344277,0.118,0.091,0.008666256,1,,A230065H16Rik,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.026045896,0.793410722,---,---,---,---,---,---,---,---,1
Neuronal Subtype 2,Prelid1,-0.613870911,0.118,0.364,0.008723877,1,,Fkbp4,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.04235703,-0.716632653,---,---,---,---,---,---,---,---,---,---,---,---,1
Neuronal Subtype 2,Sv2a,0.545376768,0.412,0.545,0.008729609,1,,Fkbp5,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.029214698,-0.255658893,---,---,---,---,---,---,---,---,---,---,---,---,1
Neuronal Subtype 2,Fam171b,0.430356429,0.412,0.182,0.008749512,1,,Acadsb,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.019137519,-0.314603421,---,---,---,---,---,---,---,---,---,---,1
Neuronal Subtype 2,Adss,-0.553232914,0.059,0.455,0.009064746,1,,Pdhx,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.019703649,0.288622419,---,---,---,---,---,---,---,---,1
Neuronal Subtype 2,Magi3,-0.384582696,0.118,0.182,0.009138038,1,,Tmem41b,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.035685687,-0.507133413,---,---,---,---,---,---,---,---,---,---,---,---,1
Neuronal Subtype 2,2-Sep,-0.947087418,0.118,0.182,0.009309416,1,,Psat1,0.000619623,-0.28588825,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
Neuronal Subtype 2,Islr,-0.926087871,0.118,0.182,0.009309554,1,,Gm872,0.018320462,-0.904315321,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
Neuronal Subtype 2,Uxt,-0.38575022,0.118,0.273,0.009358233,1,,2810459M11Rik,0.003552029,-0.934671973,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
Neuronal Subtype 2,Mobp,-1.485372439,0.118,0.273,0.009419866,1,,Prkcsh,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.001262419,0.564113371,---,---,---,---,1
Neuronal Subtype 2,Fez1,-0.751990531,0.412,0.455,0.009493343,1,,C3,0.020169615,-0.674069015,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
Neuronal Subtype 2,Serpine2,-0.995283303,0.118,0.091,0.009567135,1,,Mcur1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.011792994,-0.709135186,---,---,---,---,---,---,---,---,---,---,1
DG,Cck,-2.197383679,0.111,0.687,3.01E-17,7.25E-14,,Ap1s1,0.026969843,-0.311481333,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Ttr,1.354593432,0.545,0.04,7.51E-16,1.81E-12,,Ap1s2,0.010450435,1.336371225,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Calb1,-1.521913111,0.273,0.758,1.65E-13,3.98E-10,,Uty,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.000144176,-0.271789614,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Tpt1,1.10625462,0.96,0.778,3.49E-13,8.41E-10,,Fgfbp3,0.007088056,-0.663967378,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Id2,1.878734003,0.657,0.172,8.94E-13,2.15E-09,,9230110C19Rik,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.006970437,1.057396771,---,---,---,---,---,---,1
DG,Uchl1,1.106037336,0.889,0.525,2.25E-12,5.42E-09,,Tm9sf2,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.0074272,-0.546546386,---,---,---,---,---,---,1
DG,Tmsb4x,-1.114907695,0.899,0.96,3.14E-12,7.56E-09,,Gm2382,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.02777312,0.280921213,---,---,---,---,---,---,---,---,1
DG,Rgs4,1.628241733,0.475,0.051,1.37E-11,3.30E-08,,Cd9,---,---,---,---,3.88E-07,0.3064584,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Cdh8,-1.626685568,0.131,0.485,2.48E-10,5.98E-07,,Rassf9,0.009041591,-0.503149894,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Hsp90aa1,0.907144369,0.97,0.909,2.67E-10,6.43E-07,,Rassf1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.006541544,0.830483083,---,---,---,---,---,---,---,---,1
DG,Chga,0.934019316,0.778,0.414,3.20E-10,7.71E-07,,Rassf2,0.004674311,-0.470632414,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Chgb,1.138411347,0.929,0.717,2.09E-09,5.05E-06,,Rassf5,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.019243501,-0.322390964,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Ptprn,0.966942457,0.636,0.222,3.01E-09,7.26E-06,,Rassf4,0.002663055,-1.591022917,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Penk,2.978701696,0.263,0,1.07E-08,2.58E-05,,Med27,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.027860604,-0.782077864,---,---,---,---,---,---,---,---,---,---,1
DG,Fam19a2,-1.371251328,0.141,0.515,2.30E-08,5.54E-05,,Dnm1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.01992342,-0.42573434,---,---,1
DG,Rprm,1.196257547,0.636,0.242,4.26E-08,0.000102656,,2610001J05Rik,---,---,---,---,---,---,0.035843728,-0.319313279,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Npy,3.053188077,0.364,0.04,4.77E-08,0.000115019,,Iqcb1,0.006743426,-1.141868738,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Hsph1,1.016143126,0.788,0.475,6.07E-08,0.000146133,,Dvl1,0.034020636,0.551435114,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Arl6ip1,-0.941648436,0.697,0.848,6.50E-08,0.00015661,,Leprot,---,---,0.044142743,-0.27756242,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Prkce,0.774024483,0.949,0.768,8.73E-08,0.000210368,,Uchl3,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.010544379,0.783625787,---,---,---,---,---,---,---,---,1
DG,Cebpb,1.151358233,0.232,0.02,1.34E-07,0.000322892,,Vopp1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.022372726,-0.401150015,---,---,1
DG,Nptxr,1.230567926,0.717,0.414,1.36E-07,0.000327568,,Tmbim6,---,---,5.98E-08,-0.423855608,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Inhba,1.543282384,0.333,0.03,1.40E-07,0.000337601,,Tvp23a,0.00391888,-0.762917356,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Prnp,-0.841946982,0.778,0.869,3.73E-07,0.000898317,,Ndufab1,---,---,---,---,0.000601861,0.349007991,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Ttyh1,1.180701239,0.616,0.273,4.26E-07,0.001025558,,Scand1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.018860908,0.611664798,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Ntf3,-1.453608509,0.051,0.354,4.53E-07,0.001091139,,Rcc2,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.035141484,0.252856116,---,---,---,---,---,---,---,---,1
DG,Rtn1,-0.689918662,0.949,0.98,6.73E-07,0.001621079,,Atp5s,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.039027406,-0.564408112,---,---,---,---,---,---,---,---,---,---,1
DG,Serpina3n,1.608795795,0.343,0.071,7.13E-07,0.001716773,,Eml6,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.00469237,-0.422099822,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Acvr1c,1.456627544,0.374,0.081,1.33E-06,0.003198017,,Eml4,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.000516394,0.280935995,---,---,---,---,---,---,1
DG,Podxl2,0.892180087,0.374,0.071,1.39E-06,0.003337659,,Atp5l,0.004348618,0.437402499,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Elmod1,-0.712996017,0.394,0.697,2.17E-06,0.005235215,,Atp5e,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.031820074,0.625027826,---,---,---,---,---,---,---,---,1
DG,Selm,-0.944890483,0.465,0.717,2.55E-06,0.006133696,,Txlng,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.006863708,0.917946164,---,---,---,---,---,---,---,---,1
DG,Pde2a,1.254714808,0.232,0.01,4.43E-06,0.010683698,,Safb,---,---,---,---,---,---,0.040509782,-0.770622654,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Pcdh8,0.987964969,0.485,0.152,7.22E-06,0.017391355,,Lepr,0.01200455,0.381683328,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Hist1h2bc,1.17565017,0.525,0.283,7.30E-06,0.01758407,,Dnali1,0.002002006,-0.397861004,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Lphn3,1.357745779,0.475,0.182,8.58E-06,0.020679919,,Tmem178,---,---,---,---,---,---,---,---,0.01861277,-0.533407552,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Gpr12,-0.6630899,0.03,0.172,1.04E-05,0.02509028,,Proser1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.046982756,0.791728878,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Igfbp5,-1.248995349,0.172,0.455,1.07E-05,0.025853233,,Plekhj1,---,---,---,---,---,---,---,---,---,---,---,---,0.02386447,-0.569899196,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Necab3,1.314976075,0.232,0.02,1.35E-05,0.032509986,,Nisch,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.023067556,0.495433414,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Pcp4,-0.605957218,0.788,0.879,1.40E-05,0.033784373,,Yipf1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.046468586,-0.507226741,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Dusp14,0.964081228,0.566,0.313,1.64E-05,0.039507034,,Yipf3,---,---,---,---,---,---,---,---,---,---,---,---,---,---,6.32E-05,-1.527136137,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Plekha2,1.004774382,0.556,0.263,1.93E-05,0.046491532,,Elf2,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.018272527,-0.389565406,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Anp32e,1.010890076,0.515,0.202,1.93E-05,0.046519172,,Yipf4,---,---,---,---,---,---,---,---,---,---,---,---,0.029505956,1.101577485,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Slc7a14,0.867971159,0.687,0.384,2.29E-05,0.055113754,,2010012O05Rik,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.031847365,-0.758778755,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Cabp7,0.879598549,0.222,0.03,2.31E-05,0.055615501,,Slc26a2,---,---,---,---,---,---,---,---,---,---,---,---,0.015099379,-1.505048794,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Tesc,0.846666201,0.586,0.253,2.73E-05,0.065665676,,Slc26a4,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.047834887,0.758205708,---,---,---,---,---,---,---,---,---,---,1
DG,Syngr3,-1.069491009,0.061,0.323,2.78E-05,0.067019554,,1600020E01Rik,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.001866751,0.570213625,---,---,---,---,---,---,---,---,1
DG,Kitl,-1.021051547,0.03,0.172,2.97E-05,0.071490632,,Hist1h1d,0.0013213,0.400503596,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Capza2,-0.635129532,0.737,0.778,4.45E-05,0.107236406,,Hist1h1c,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.001292971,-0.657924313,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Arf3,0.790140364,0.727,0.515,4.46E-05,0.107460192,,Psmd6,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.026794771,-0.703033916,---,---,---,---,---,---,---,---,---,---,1
DG,Hspa5,0.930542823,0.747,0.535,5.11E-05,0.122992578,,Dad1,---,---,---,---,9.21E-05,-0.277797318,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Rpl37a,0.646367936,0.788,0.495,5.21E-05,0.125475071,,Gm14966,0.002305802,-0.481793972,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Rasl10a,0.638047574,0.707,0.384,5.60E-05,0.134832671,,Thop1,0.019562813,0.261099645,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Kcnip3,1.211564582,0.414,0.141,5.63E-05,0.13565686,,1700019L03Rik,0.016519669,-0.955390302,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Mpc2,-0.712167118,0.697,0.838,5.73E-05,0.137938544,,Ksr1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.031127758,1.677523076,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Cmip,0.885923814,0.626,0.343,6.50E-05,0.156467059,,Exoc2,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.011023,-0.742404901,---,---,---,---,---,---,1
DG,Wdhd1,0.283897403,0.101,0.02,6.90E-05,0.16617597,,St3gal2,0.007249319,0.569334494,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Atp2b2,0.798862731,0.667,0.455,7.84E-05,0.188960954,,Exoc1,0.023722593,-1.613187027,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Nrxn3,1.102936669,0.424,0.141,8.03E-05,0.193394809,,Ccr5,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.035193969,-0.398945005,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Rprml,0.917290455,0.576,0.374,8.21E-05,0.197681287,,Uqcrfs1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.027054465,-0.845351753,---,---,---,---,---,---,---,---,---,---,1
DG,Lypd1,-1.037441716,0.273,0.465,8.77E-05,0.211210509,,Nfxl1,0.040104609,-0.409293325,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Ly6e,-1.029952624,0.242,0.455,8.81E-05,0.212328697,,Dhx8,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.025679772,0.490145253,---,---,1
DG,Sfpq,0.742564977,0.545,0.374,9.77E-05,0.235304735,,Metap1,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.00173438,-0.566380465,---,---,---,---,---,---,---,---,---,---,1
DG,Faim2,-1.125462631,0.222,0.475,0.000109183,0.263022449,,Wdr35,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.000731895,-0.357824141,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1
DG,Mtfmt,0.595008547,0.111,0.03,0.000114288,0.275320845,,Wdr36,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,0.048098231,-0.473992109,---,---,---,---,---,---,---,---,---,---,1
